student_ID,course_ID,semester_ID
1,1,3
1,2,3
1,5,3
1,6,3
1,7,2
1,8,2
1,10,2
1,11,2
1,13,2
1,14,5
1,15,4
1,16,1
2,1,9
2,2,9
2,5,9
2,6,9
2,7,6
2,8,9
2,10,9
2,11,9
2,13,8
2,14,8
2,15,8
2,16,7
3,1,4
3,2,4
3,5,4
3,6,4
3,7,4
3,8,4
3,10,4
3,11,4
3,13,1
3,14,12
3,15,10
3,16,11
4,1,7
4,2,7
4,5,7
4,6,7
4,7,7
4,8,7
4,10,7
4,11,7
4,13,6
4,14,12
4,16,5
5,1,11
5,2,11
5,5,11
5,6,11
5,7,11
5,8,11
5,10,11
5,11,11
5,13,8
5,14,8
5,15,9
5,16,9
6,1,7
6,2,7
6,5,7
6,6,7
6,7,7
6,8,7
6,10,7
6,11,7
6,13,4
6,14,1
6,15,12
6,16,10
7,1,4
7,2,4
7,5,4
7,6,4
7,7,4
7,8,4
7,10,4
7,11,4
7,13,2
7,14,6
7,15,12
7,16,5
8,1,4
8,2,4
8,5,4
8,6,4
8,7,4
8,8,4
8,10,4
8,11,4
8,13,8
8,14,10
8,15,7
8,16,5
9,1,5
9,2,5
9,5,5
9,6,5
9,7,5
9,8,5
9,10,5
9,11,5
9,13,5
9,14,3
9,15,4
9,16,1
10,1,11
10,2,12
10,5,11
10,6,11
10,7,11
10,8,11
10,10,11
10,11,11
10,13,11
10,14,11
10,15,11
10,16,11
11,1,11
11,2,12
11,5,11
11,6,11
11,7,11
11,8,11
11,10,11
11,11,11
11,13,11
11,14,11
11,15,11
11,16,11
12,1,11
12,2,12
12,5,11
12,6,11
12,7,11
12,8,11
12,10,11
12,11,11
12,13,11
12,14,11
12,15,11
12,16,11
13,1,11
13,2,12
13,5,11
13,6,11
13,7,11
13,8,11
13,10,11
13,11,11
13,13,11
13,14,11
13,15,11
13,16,11
14,1,11
14,2,12
14,5,11
14,6,11
14,7,11
14,8,11
14,10,11
14,11,11
14,13,11
14,14,11
14,15,11
14,16,11
15,1,11
15,2,12
15,5,11
15,6,11
15,7,11
15,8,11
15,10,11
15,11,11
15,13,11
15,14,11
15,15,11
15,16,11
16,1,11
16,2,12
16,5,11
16,6,11
16,7,11
16,8,11
16,10,11
16,11,11
16,13,11
16,14,11
16,15,11
16,16,11
17,1,11
17,2,12
17,5,11
17,6,11
17,7,11
17,8,11
17,10,11
17,11,11
17,13,11
17,14,11
17,15,11
17,16,11
18,1,11
18,2,12
18,5,11
18,6,11
18,7,11
18,8,11
18,10,11
18,11,11
18,13,11
18,14,11
18,15,11
18,16,11
19,1,11
19,2,12
19,5,11
19,6,11
19,7,11
19,8,11
19,10,11
19,11,11
19,13,11
19,14,11
19,15,11
19,16,11
20,1,11
20,2,12
20,5,11
20,6,11
20,7,11
20,8,11
20,10,11
20,11,11
20,13,11
20,14,11
20,15,11
20,16,11
21,1,11
21,2,12
21,5,11
21,6,11
21,7,11
21,8,11
21,10,11
21,11,11
21,13,11
21,14,11
21,15,11
21,16,11
22,1,11
22,2,12
22,5,11
22,6,11
22,7,11
22,8,11
22,10,11
22,11,11
22,13,11
22,14,11
22,15,11
22,16,11
23,1,11
23,2,12
23,5,11
23,6,11
23,7,11
23,8,11
23,10,11
23,11,11
23,13,11
23,14,11
23,15,11
23,16,11
24,1,11
24,2,12
24,5,11
24,6,11
24,7,11
24,8,11
24,10,11
24,11,11
24,13,11
24,14,11
24,15,11
24,16,11
25,1,11
25,2,12
25,5,11
25,6,11
25,7,11
25,8,11
25,10,11
25,11,11
25,13,11
25,14,11
25,15,11
25,16,11
