student_ID,course_ID,semester_ID
1,16,0
1,5,0
1,7,0
1,13,0
1,10,0
1,4,0
1,6,0
1,17,0
1,9,0
1,18,0
1,3,0
1,1,0
1,2,0
1,15,0
2,15,0
3,15,0
3,11,0
3,8,0
3,7,0
3,1,0
3,13,0
3,2,0
3,14,0
3,17,0
4,13,0
4,1,0
4,17,0
4,18,0
4,15,0
5,11,0
5,1,0
5,3,0
5,14,0
5,17,0
5,7,0
5,6,0
5,12,0
5,4,0
5,13,0
5,9,0
6,10,0
6,18,0
6,16,0
6,6,0
6,3,0
6,17,0
6,12,0
6,14,0
6,15,0
7,15,0
7,7,0
7,1,0
7,17,0
7,11,0
7,3,0
7,5,0
7,14,0
7,4,0
7,13,0
7,18,0
7,12,0
7,16,0
7,9,0
7,8,0
8,17,0
8,18,0
9,17,0
9,13,0
9,11,0
9,14,0
9,6,0
9,7,0
10,11,0
10,4,0
10,8,0
10,6,0
10,15,0
11,14,0
11,12,0
11,7,0
11,9,0
11,1,0
11,5,0
11,2,0
11,13,0
11,18,0
11,11,0
11,16,0
11,3,0
11,17,0
11,6,0
11,4,0
12,2,0
12,3,0
12,5,0
12,11,0
12,13,0
12,4,0
12,12,0
13,9,0
13,15,0
13,2,0
14,8,0
14,4,0
14,2,0
14,10,0
15,13,0
15,7,0
16,13,0
16,3,0
16,14,0
16,16,0
16,9,0
16,6,0
16,18,0
16,15,0
16,8,0
16,7,0
16,10,0
16,1,0
16,4,0
17,12,0
17,2,0
18,8,0
18,13,0
18,9,0
18,12,0
18,3,0
18,7,0
18,10,0
18,15,0
18,4,0
19,9,0
19,12,0
19,11,0
19,6,0
19,5,0
19,13,0
19,8,0
19,1,0
19,16,0
19,4,0
19,15,0
19,3,0
19,2,0
19,17,0
20,4,0
20,6,0
20,11,0
21,11,0
21,13,0
21,5,0
21,12,0
21,10,0
21,16,0
21,3,0
21,9,0
21,1,0
21,6,0
21,8,0
21,2,0
21,4,0
21,17,0
21,14,0
21,15,0
21,18,0
22,14,0
22,1,0
22,17,0
22,15,0
23,4,0
23,18,0
23,12,0
24,16,0
24,14,0
24,11,0
24,9,0
24,12,0
24,8,0
24,1,0
25,17,0
25,14,0
25,12,0
25,7,0
25,8,0
25,4,0
25,15,0
25,3,0
25,1,0
25,6,0
25,10,0
25,9,0
25,18,0
25,13,0
25,16,0
25,11,0
25,5,0
26,5,0
26,2,0
26,11,0
26,10,0
26,16,0
26,6,0
26,12,0
26,3,0
26,14,0
26,17,0
26,18,0
26,9,0
26,1,0
26,8,0
27,14,0
27,6,0
27,15,0
27,1,0
27,3,0
27,16,0
27,8,0
27,12,0
27,11,0
27,4,0
27,17,0
27,9,0
27,7,0
27,2,0
27,10,0
27,13,0
28,8,0
28,1,0
28,11,0
28,17,0
28,2,0
28,13,0
28,14,0
28,7,0
28,10,0
28,15,0
28,12,0
29,8,0
29,18,0
29,11,0
29,15,0
29,17,0
29,5,0
29,14,0
29,10,0
29,9,0
29,12,0
29,4,0
29,6,0
29,7,0
29,13,0
29,16,0
30,10,0
30,15,0
30,17,0
30,16,0
31,16,0
31,9,0
31,18,0
31,1,0
31,13,0
31,6,0
31,10,0
31,3,0
31,17,0
31,12,0
31,2,0
31,8,0
31,5,0
31,14,0
31,4,0
31,11,0
31,7,0
32,5,0
32,9,0
32,4,0
32,7,0
32,12,0
32,18,0
32,16,0
32,1,0
33,10,0
33,9,0
33,12,0
33,8,0
33,11,0
34,12,0
34,10,0
35,5,0
35,6,0
35,1,0
35,7,0
35,2,0
35,17,0
35,11,0
35,4,0
36,9,0
36,3,0
36,7,0
36,12,0
36,6,0
36,13,0
36,15,0
37,8,0
37,18,0
37,6,0
37,9,0
37,14,0
37,17,0
37,15,0
37,13,0
37,10,0
37,2,0
37,11,0
37,4,0
37,16,0
37,5,0
37,12,0
37,7,0
37,3,0
38,6,0
38,11,0
38,15,0
38,3,0
38,17,0
39,2,0
39,18,0
39,16,0
39,1,0
39,17,0
39,11,0
39,10,0
39,3,0
39,14,0
39,7,0
39,12,0
39,9,0
39,5,0
39,4,0
40,17,0
40,11,0
40,5,0
40,14,0
40,16,0
41,5,0
41,16,0
41,9,0
41,17,0
41,10,0
41,4,0
41,13,0
41,12,0
