student_ID,course_ID,semester_ID
1,2,0
1,17,0
1,3,0
1,10,0
1,1,0
1,9,0
1,15,0
1,7,0
1,4,0
1,18,0
1,13,0
1,8,0
2,9,0
2,8,0
2,6,0
2,7,0
2,10,0
2,14,0
2,13,0
2,5,0
2,3,0
2,17,0
2,2,0
2,4,0
2,1,0
2,16,0
2,12,0
2,18,0
2,11,0
3,10,0
3,11,0
3,15,0
3,8,0
3,13,0
4,4,0
4,11,0
5,3,0
5,8,0
5,14,0
5,13,0
5,10,0
5,9,0
5,1,0
5,17,0
5,7,0
5,11,0
5,4,0
5,15,0
5,16,0
6,10,0
6,5,0
6,15,0
6,11,0
6,14,0
6,12,0
6,2,0
6,16,0
6,1,0
6,3,0
6,13,0
6,6,0
6,18,0
6,4,0
6,17,0
7,6,0
7,2,0
7,18,0
8,12,0
8,4,0
8,3,0
8,1,0
8,16,0
8,10,0
8,11,0
8,2,0
8,9,0
9,5,0
9,7,0
9,3,0
9,18,0
9,10,0
9,11,0
10,13,0
10,15,0
10,7,0
10,11,0
10,3,0
10,17,0
10,5,0
10,1,0
10,12,0
10,6,0
10,16,0
10,4,0
10,2,0
10,9,0
11,14,0
11,7,0
11,17,0
11,15,0
11,8,0
11,2,0
11,3,0
11,1,0
11,9,0
12,14,0
12,13,0
12,18,0
12,15,0
12,12,0
12,6,0
12,3,0
12,2,0
12,1,0
12,9,0
12,10,0
12,8,0
12,17,0
12,5,0
12,11,0
13,4,0
13,12,0
13,14,0
13,10,0
13,15,0
13,11,0
13,3,0
14,14,0
14,6,0
14,13,0
14,15,0
14,3,0
14,7,0
14,16,0
14,12,0
14,18,0
14,11,0
14,9,0
14,2,0
14,10,0
14,1,0
14,8,0
14,5,0
15,14,0
15,8,0
15,11,0
15,2,0
15,12,0
15,16,0
15,4,0
16,5,0
16,12,0
16,17,0
16,1,0
16,6,0
16,15,0
16,4,0
17,1,0
17,3,0
17,13,0
17,14,0
17,2,0
17,9,0
17,8,0
17,17,0
17,15,0
17,4,0
17,18,0
17,7,0
17,10,0
17,5,0
17,16,0
17,12,0
17,6,0
18,13,0
19,11,0
19,12,0
19,10,0
19,1,0
19,16,0
19,6,0
19,8,0
19,14,0
19,9,0
19,2,0
19,4,0
19,5,0
19,13,0
19,18,0
20,18,0
20,17,0
20,12,0
20,5,0
20,15,0
20,9,0
20,8,0
20,1,0
21,16,0
21,17,0
21,3,0
21,5,0
21,18,0
21,11,0
21,15,0
21,1,0
21,10,0
21,4,0
21,2,0
22,3,0
22,11,0
22,1,0
22,14,0
22,10,0
22,17,0
23,8,0
23,15,0
23,12,0
23,1,0
23,10,0
23,9,0
23,11,0
23,3,0
23,18,0
23,4,0
23,16,0
23,17,0
23,5,0
23,13,0
23,2,0
23,6,0
23,14,0
23,7,0
24,18,0
24,13,0
24,17,0
24,12,0
24,3,0
24,5,0
24,7,0
24,11,0
24,4,0
24,2,0
24,9,0
24,8,0
25,12,0
25,1,0
25,10,0
25,15,0
25,18,0
25,9,0
26,14,0
26,6,0
26,9,0
26,2,0
26,13,0
26,12,0
26,3,0
26,1,0
26,17,0
26,18,0
26,11,0
26,5,0
26,10,0
26,8,0
26,15,0
26,4,0
26,7,0
27,2,0
27,6,0
27,13,0
28,13,0
29,7,0
30,5,0
30,13,0
30,18,0
30,7,0
30,1,0
30,3,0
30,10,0
30,14,0
30,9,0
30,16,0
30,4,0
30,11,0
30,17,0
30,8,0
30,2,0
30,15,0
30,12,0
31,17,0
31,7,0
31,18,0
31,2,0
31,8,0
31,14,0
31,15,0
31,12,0
31,1,0
31,9,0
31,6,0
31,13,0
31,3,0
32,15,0
32,5,0
33,10,0
33,4,0
33,9,0
33,2,0
33,5,0
33,3,0
33,15,0
33,17,0
33,11,0
33,8,0
33,1,0
33,18,0
33,12,0
33,14,0
33,16,0
33,7,0
33,6,0
34,12,0
34,1,0
34,8,0
34,2,0
35,1,0
35,18,0
36,18,0
36,1,0
36,10,0
36,7,0
36,14,0
36,15,0
36,13,0
36,6,0
36,3,0
36,17,0
36,4,0
36,5,0
36,11,0
36,8,0
36,12,0
37,18,0
37,14,0
38,2,0
38,8,0
38,3,0
38,13,0
38,12,0
38,14,0
38,9,0
38,17,0
38,10,0
38,4,0
38,6,0
38,7,0
38,5,0
38,16,0
38,18,0
38,11,0
39,6,0
39,8,0
39,14,0
39,5,0
39,18,0
39,17,0
39,10,0
39,4,0
39,3,0
39,12,0
39,13,0
39,1,0
39,2,0
39,15,0
39,7,0
39,16,0
40,5,0
40,8,0
40,15,0
40,14,0
40,6,0
40,10,0
40,2,0
40,1,0
40,12,0
40,18,0
40,9,0
40,13,0
40,16,0
40,17,0
40,4,0
41,3,0
42,5,0
42,18,0
42,8,0
42,9,0
42,13,0
42,6,0
42,3,0
42,12,0
42,2,0
42,15,0
42,1,0
42,14,0
42,11,0
42,4,0
42,16,0
42,10,0
42,7,0
42,17,0
43,8,0
43,4,0
43,18,0
43,3,0
43,13,0
43,10,0
43,15,0
43,17,0
43,7,0
43,6,0
43,2,0
43,1,0
43,9,0
43,14,0
43,5,0
43,11,0
43,16,0
44,1,0
44,6,0
44,8,0
44,9,0
44,16,0
44,18,0
44,17,0
44,13,0
44,4,0
44,11,0
44,12,0
44,7,0
44,2,0
44,5,0
45,15,0
45,13,0
45,3,0
46,1,0
46,10,0
46,9,0
47,18,0
47,12,0
47,2,0
47,3,0
47,9,0
47,10,0
47,14,0
48,17,0
48,5,0
48,9,0
48,16,0
48,12,0
48,15,0
48,3,0
48,7,0
48,6,0
48,14,0
48,4,0
48,18,0
48,2,0
48,8,0
48,10,0
48,11,0
48,1,0
48,13,0
49,10,0
49,6,0
49,16,0
49,2,0
49,9,0
49,1,0
49,5,0
49,8,0
49,15,0
50,16,0
50,9,0
50,7,0
50,14,0
50,18,0
50,5,0
50,3,0
50,17,0
50,11,0
50,12,0
50,8,0
50,15,0
50,6,0
51,15,0
51,10,0
51,14,0
51,6,0
51,4,0
51,1,0
51,7,0
51,3,0
52,11,0
52,4,0
52,8,0
52,16,0
52,9,0
52,7,0
52,6,0
53,15,0
53,3,0
54,8,0
54,11,0
54,18,0
55,15,0
55,7,0
55,4,0
55,9,0
55,13,0
55,1,0
55,18,0
56,7,0
56,11,0
56,1,0
56,3,0
56,4,0
56,14,0
56,10,0
56,9,0
56,16,0
57,7,0
57,17,0
57,16,0
57,5,0
57,14,0
58,17,0
58,5,0
58,18,0
58,15,0
58,7,0
58,10,0
58,16,0
58,6,0
58,3,0
58,11,0
59,6,0
60,16,0
60,17,0
60,6,0
60,14,0
60,1,0
60,12,0
60,18,0
60,7,0
60,10,0
60,15,0
60,5,0
60,8,0
61,3,0
61,14,0
61,13,0
61,7,0
61,9,0
62,2,0
62,5,0
63,14,0
63,12,0
63,9,0
64,1,0
64,11,0
64,9,0
64,4,0
64,3,0
64,6,0
64,5,0
64,12,0
64,15,0
64,17,0
64,8,0
64,7,0
64,13,0
64,2,0
64,10,0
64,14,0
64,16,0
65,3,0
65,4,0
65,13,0
65,8,0
65,12,0
65,2,0
65,6,0
65,11,0
65,9,0
65,15,0
65,10,0
65,14,0
65,18,0
66,1,0
66,4,0
66,10,0
66,18,0
66,8,0
66,3,0
67,14,0
67,1,0
67,8,0
67,12,0
67,15,0
67,2,0
67,17,0
67,10,0
67,4,0
67,3,0
67,18,0
67,11,0
67,5,0
68,5,0
68,6,0
68,12,0
68,17,0
68,18,0
68,13,0
68,8,0
69,1,0
69,16,0
69,3,0
69,9,0
69,18,0
69,13,0
69,11,0
69,15,0
69,12,0
69,7,0
69,6,0
69,17,0
