student_ID,course_ID,semester_ID
1,1,0
1,10,0
1,8,0
2,3,0
2,5,0
2,14,0
2,1,0
2,6,0
2,11,0
2,9,0
3,3,0
3,10,0
3,8,0
3,13,0
3,1,0
3,15,0
3,5,0
4,10,0
4,9,0
4,7,0
4,4,0
4,8,0
4,13,0
4,14,0
4,16,0
4,15,0
5,10,0
5,7,0
5,5,0
5,11,0
5,13,0
5,3,0
5,6,0
5,2,0
5,17,0
5,12,0
5,16,0
5,18,0
5,14,0
5,1,0
5,4,0
5,8,0
5,9,0
5,15,0
6,17,0
6,7,0
6,18,0
6,5,0
6,12,0
7,2,0
7,9,0
7,16,0
7,3,0
7,5,0
7,6,0
7,12,0
7,15,0
7,11,0
7,17,0
7,18,0
7,1,0
7,4,0
7,13,0
8,14,0
8,6,0
8,16,0
8,3,0
8,13,0
8,12,0
8,11,0
8,2,0
8,7,0
8,4,0
8,10,0
8,5,0
8,9,0
8,1,0
8,17,0
9,18,0
9,9,0
10,9,0
10,12,0
10,1,0
10,6,0
10,5,0
10,18,0
10,15,0
10,8,0
10,4,0
10,14,0
10,10,0
10,7,0
10,3,0
10,17,0
10,13,0
10,16,0
10,11,0
11,5,0
12,8,0
12,2,0
12,18,0
12,13,0
12,15,0
12,16,0
12,4,0
12,5,0
12,3,0
12,11,0
13,16,0
13,7,0
13,2,0
13,9,0
13,3,0
13,18,0
13,8,0
13,1,0
13,14,0
14,7,0
14,15,0
14,14,0
14,16,0
14,5,0
14,1,0
14,2,0
14,17,0
14,4,0
14,10,0
14,6,0
15,1,0
15,12,0
15,4,0
15,10,0
15,9,0
16,10,0
16,18,0
16,6,0
16,1,0
16,11,0
17,14,0
17,12,0
17,13,0
17,3,0
17,8,0
17,11,0
17,6,0
17,7,0
17,5,0
17,9,0
18,14,0
18,6,0
18,9,0
18,8,0
18,11,0
18,18,0
18,17,0
18,10,0
18,16,0
18,7,0
18,1,0
18,13,0
18,2,0
18,4,0
18,5,0
19,3,0
19,4,0
19,5,0
19,18,0
19,2,0
19,8,0
19,7,0
19,15,0
19,16,0
19,6,0
19,17,0
19,10,0
20,12,0
20,8,0
20,2,0
20,18,0
20,15,0
20,5,0
20,16,0
20,13,0
20,4,0
21,2,0
21,9,0
21,15,0
21,14,0
21,10,0
21,11,0
21,17,0
21,4,0
21,18,0
21,8,0
22,8,0
23,10,0
23,7,0
23,18,0
23,9,0
23,12,0
23,15,0
23,17,0
23,16,0
23,1,0
23,4,0
23,14,0
23,2,0
24,16,0
24,6,0
24,8,0
24,13,0
24,12,0
24,1,0
24,5,0
24,18,0
24,9,0
