student_ID,course_ID,semester_ID
1,14,0
1,2,0
1,15,0
1,6,0
1,13,0
1,5,0
1,17,0
1,16,0
1,12,0
1,10,0
1,11,0
1,7,0
1,1,0
1,18,0
1,3,0
2,17,0
2,9,0
2,14,0
3,11,0
3,8,0
3,18,0
3,12,0
3,10,0
3,7,0
3,9,0
4,11,0
5,9,0
5,7,0
5,12,0
5,4,0
5,5,0
5,2,0
5,8,0
5,3,0
5,13,0
5,6,0
5,15,0
5,10,0
5,17,0
5,14,0
5,11,0
5,1,0
5,18,0
5,16,0
6,11,0
6,2,0
6,6,0
6,17,0
6,4,0
6,8,0
6,10,0
7,12,0
7,1,0
7,3,0
7,15,0
7,17,0
7,16,0
7,2,0
7,8,0
7,11,0
7,4,0
7,5,0
7,9,0
8,17,0
8,3,0
8,2,0
8,1,0
8,18,0
8,15,0
8,6,0
8,10,0
8,16,0
8,8,0
8,7,0
8,11,0
9,15,0
9,3,0
9,12,0
9,5,0
9,16,0
9,7,0
9,8,0
9,13,0
9,4,0
9,17,0
9,10,0
9,11,0
9,1,0
9,14,0
9,9,0
9,6,0
9,18,0
9,2,0
10,2,0
10,6,0
10,5,0
10,3,0
10,11,0
10,7,0
10,18,0
10,9,0
10,4,0
10,10,0
10,12,0
10,1,0
10,8,0
10,17,0
10,14,0
10,16,0
10,13,0
11,17,0
11,3,0
11,1,0
11,8,0
11,5,0
11,10,0
11,2,0
11,11,0
11,13,0
11,12,0
11,16,0
11,6,0
11,7,0
11,14,0
11,15,0
12,4,0
12,8,0
13,3,0
13,10,0
13,16,0
13,12,0
14,2,0
14,4,0
14,3,0
14,18,0
14,17,0
14,7,0
14,5,0
14,13,0
14,9,0
14,1,0
14,14,0
14,8,0
14,10,0
14,11,0
14,12,0
14,15,0
15,6,0
15,15,0
15,16,0
15,12,0
15,10,0
15,8,0
15,2,0
15,9,0
15,18,0
15,13,0
15,5,0
15,7,0
15,1,0
15,4,0
16,7,0
16,18,0
16,9,0
16,1,0
16,10,0
16,6,0
16,4,0
16,12,0
16,14,0
16,15,0
16,3,0
16,8,0
16,16,0
16,17,0
16,13,0
16,2,0
16,11,0
17,13,0
17,1,0
17,15,0
17,3,0
17,12,0
17,14,0
17,17,0
17,6,0
17,7,0
17,10,0
17,11,0
17,8,0
17,16,0
17,5,0
17,9,0
17,18,0
18,11,0
18,2,0
18,9,0
18,18,0
18,10,0
19,14,0
19,9,0
19,5,0
19,13,0
19,8,0
19,6,0
19,16,0
19,2,0
19,4,0
19,15,0
19,10,0
19,18,0
19,3,0
19,1,0
19,11,0
19,17,0
20,1,0
20,18,0
20,6,0
20,4,0
20,8,0
20,10,0
20,2,0
20,5,0
20,12,0
20,3,0
20,17,0
20,13,0
20,7,0
20,16,0
20,15,0
21,18,0
22,10,0
22,17,0
22,13,0
22,6,0
22,5,0
22,2,0
22,11,0
22,9,0
22,7,0
22,8,0
22,14,0
22,3,0
22,12,0
22,16,0
22,18,0
23,6,0
23,9,0
23,13,0
24,1,0
24,9,0
24,7,0
24,15,0
24,14,0
24,2,0
25,13,0
25,11,0
25,8,0
25,4,0
25,1,0
25,15,0
25,6,0
26,3,0
27,13,0
27,9,0
27,11,0
27,5,0
27,15,0
27,8,0
27,10,0
27,17,0
27,4,0
27,2,0
27,1,0
27,18,0
27,3,0
27,14,0
27,7,0
27,12,0
28,10,0
28,3,0
28,11,0
28,13,0
28,5,0
28,1,0
28,15,0
28,8,0
28,17,0
28,12,0
28,9,0
28,18,0
28,6,0
28,7,0
28,4,0
28,14,0
28,2,0
28,16,0
29,13,0
29,17,0
29,6,0
29,18,0
29,11,0
29,2,0
29,3,0
29,10,0
29,5,0
29,12,0
29,14,0
29,9,0
29,16,0
30,15,0
30,1,0
30,9,0
30,8,0
30,12,0
31,16,0
31,8,0
31,6,0
31,5,0
31,1,0
31,14,0
31,2,0
31,13,0
31,9,0
31,3,0
31,7,0
32,8,0
33,10,0
34,9,0
34,8,0
34,18,0
34,17,0
35,16,0
35,17,0
35,12,0
35,8,0
35,13,0
35,7,0
35,18,0
35,2,0
35,9,0
35,10,0
35,11,0
35,14,0
35,15,0
35,3,0
36,1,0
36,4,0
36,2,0
36,8,0
36,17,0
36,12,0
37,9,0
37,1,0
37,3,0
37,18,0
38,12,0
39,13,0
39,3,0
39,1,0
39,16,0
39,6,0
39,17,0
39,14,0
39,10,0
39,8,0
39,11,0
40,5,0
40,7,0
40,4,0
40,9,0
41,1,0
41,13,0
41,3,0
41,14,0
41,2,0
41,18,0
41,7,0
41,4,0
41,17,0
42,16,0
42,14,0
42,12,0
42,10,0
42,9,0
42,6,0
42,7,0
42,1,0
42,4,0
42,8,0
42,13,0
43,16,0
43,5,0
43,6,0
43,15,0
43,11,0
43,4,0
43,17,0
43,8,0
43,2,0
43,13,0
43,14,0
43,1,0
43,12,0
44,9,0
44,14,0
44,3,0
45,6,0
45,7,0
45,17,0
45,10,0
45,4,0
45,14,0
46,17,0
46,8,0
46,6,0
46,16,0
47,15,0
47,7,0
47,12,0
47,13,0
47,4,0
47,5,0
47,6,0
47,10,0
47,17,0
47,8,0
47,16,0
48,7,0
49,18,0
49,13,0
49,4,0
49,1,0
49,2,0
49,9,0
50,18,0
