student_ID,course_ID,semester_ID
1,9,0
1,3,0
1,13,0
1,15,0
1,16,0
1,4,0
1,6,0
1,5,0
1,18,0
2,5,0
2,16,0
2,4,0
2,18,0
2,11,0
2,7,0
2,10,0
2,13,0
2,14,0
2,1,0
3,14,0
3,9,0
3,5,0
3,6,0
3,1,0
3,7,0
3,17,0
3,13,0
3,4,0
3,11,0
3,18,0
3,2,0
3,12,0
3,8,0
3,16,0
3,10,0
4,4,0
4,17,0
4,14,0
5,8,0
5,5,0
5,4,0
5,17,0
5,10,0
5,16,0
5,3,0
5,9,0
5,14,0
5,18,0
5,11,0
5,12,0
5,2,0
5,15,0
6,14,0
6,9,0
6,11,0
6,15,0
6,7,0
6,17,0
6,5,0
6,16,0
6,6,0
6,8,0
7,5,0
7,18,0
7,3,0
7,16,0
7,14,0
7,17,0
7,15,0
8,3,0
8,15,0
8,4,0
8,10,0
8,7,0
8,8,0
8,17,0
8,1,0
8,12,0
8,14,0
8,6,0
8,11,0
8,18,0
9,15,0
9,12,0
9,14,0
9,17,0
9,7,0
9,4,0
9,8,0
9,18,0
9,2,0
9,16,0
9,9,0
9,1,0
9,5,0
10,6,0
10,2,0
10,8,0
10,7,0
10,16,0
10,15,0
10,14,0
11,18,0
11,4,0
11,17,0
12,15,0
12,2,0
12,12,0
12,7,0
12,8,0
12,9,0
12,3,0
12,16,0
12,6,0
12,4,0
12,11,0
12,5,0
12,13,0
12,1,0
12,14,0
13,2,0
13,6,0
13,10,0
13,9,0
13,12,0
13,8,0
13,7,0
13,16,0
13,17,0
13,11,0
13,3,0
13,14,0
13,5,0
13,15,0
13,18,0
13,13,0
14,16,0
14,9,0
14,6,0
14,14,0
14,12,0
14,13,0
14,17,0
14,11,0
14,3,0
14,10,0
14,8,0
14,1,0
14,15,0
14,4,0
14,7,0
14,18,0
14,2,0
14,5,0
15,18,0
15,9,0
15,14,0
15,5,0
15,3,0
15,8,0
15,16,0
15,17,0
15,2,0
15,4,0
15,11,0
15,6,0
15,12,0
16,11,0
16,10,0
16,6,0
16,1,0
16,17,0
16,2,0
16,15,0
16,14,0
16,9,0
16,4,0
17,10,0
17,1,0
17,11,0
17,12,0
17,16,0
17,14,0
17,18,0
17,5,0
17,7,0
17,15,0
17,9,0
17,2,0
17,6,0
18,3,0
18,2,0
18,6,0
18,14,0
18,5,0
18,4,0
18,7,0
18,16,0
18,11,0
18,12,0
18,15,0
18,13,0
18,18,0
18,8,0
18,17,0
18,10,0
18,1,0
18,9,0
19,10,0
19,11,0
19,2,0
19,12,0
19,15,0
20,5,0
20,14,0
20,4,0
20,2,0
20,11,0
20,18,0
20,10,0
20,17,0
20,15,0
20,6,0
20,7,0
20,16,0
20,12,0
20,13,0
21,11,0
21,9,0
21,10,0
21,6,0
21,18,0
21,17,0
21,13,0
21,8,0
21,15,0
21,5,0
21,4,0
21,12,0
21,16,0
22,14,0
22,7,0
22,3,0
22,5,0
22,17,0
22,9,0
22,13,0
22,10,0
22,15,0
22,12,0
22,18,0
22,1,0
22,2,0
22,6,0
22,11,0
22,4,0
22,16,0
23,15,0
23,10,0
23,12,0
23,17,0
23,4,0
23,9,0
23,1,0
23,2,0
23,16,0
23,18,0
24,4,0
24,3,0
24,10,0
24,15,0
24,14,0
24,17,0
24,7,0
24,13,0
24,12,0
24,8,0
24,1,0
24,16,0
24,6,0
24,11,0
24,5,0
24,9,0
24,2,0
25,3,0
25,10,0
25,15,0
25,16,0
25,12,0
25,14,0
25,11,0
25,17,0
25,8,0
25,18,0
25,9,0
25,5,0
26,15,0
26,7,0
27,17,0
27,3,0
27,14,0
27,1,0
28,13,0
28,1,0
28,18,0
28,8,0
28,17,0
28,3,0
28,6,0
28,12,0
28,10,0
28,4,0
28,11,0
29,18,0
29,10,0
29,3,0
29,17,0
29,1,0
30,17,0
30,12,0
30,8,0
30,16,0
30,6,0
30,15,0
30,14,0
30,13,0
30,11,0
30,18,0
30,9,0
30,3,0
30,1,0
30,5,0
30,2,0
30,4,0
31,15,0
31,2,0
31,6,0
31,4,0
31,11,0
31,17,0
31,10,0
31,9,0
31,13,0
32,9,0
32,17,0
32,13,0
33,14,0
33,2,0
33,17,0
33,16,0
33,15,0
34,8,0
34,15,0
34,10,0
34,13,0
34,9,0
34,17,0
34,12,0
34,5,0
34,7,0
34,14,0
34,3,0
34,4,0
34,16,0
35,2,0
35,6,0
35,11,0
35,15,0
35,3,0
35,14,0
35,18,0
35,1,0
35,4,0
35,17,0
35,13,0
35,12,0
36,8,0
37,1,0
37,12,0
37,3,0
37,15,0
37,13,0
37,18,0
37,5,0
37,8,0
37,6,0
37,4,0
37,9,0
37,17,0
38,1,0
38,8,0
38,16,0
38,3,0
38,6,0
38,9,0
38,11,0
38,7,0
39,17,0
39,12,0
39,18,0
39,15,0
39,5,0
39,2,0
39,4,0
39,16,0
39,14,0
40,3,0
40,12,0
40,13,0
40,15,0
40,5,0
40,6,0
41,16,0
41,14,0
41,9,0
41,15,0
41,1,0
41,13,0
41,5,0
41,11,0
41,10,0
42,14,0
42,4,0
42,8,0
42,9,0
42,13,0
42,5,0
42,3,0
42,15,0
42,16,0
42,11,0
43,3,0
43,15,0
43,1,0
43,10,0
43,13,0
43,7,0
43,8,0
43,6,0
43,11,0
43,9,0
43,4,0
43,17,0
43,12,0
43,18,0
43,5,0
43,16,0
44,16,0
45,18,0
45,8,0
45,2,0
45,16,0
45,3,0
46,6,0
46,15,0
46,8,0
46,1,0
46,7,0
46,5,0
46,17,0
46,9,0
46,14,0
46,18,0
46,12,0
46,2,0
47,16,0
47,1,0
47,5,0
47,4,0
47,17,0
47,11,0
48,14,0
48,11,0
48,13,0
48,10,0
49,13,0
49,11,0
49,15,0
49,3,0
49,10,0
49,7,0
50,8,0
50,14,0
50,4,0
50,17,0
50,9,0
50,12,0
50,11,0
50,18,0
50,3,0
50,10,0
50,7,0
50,16,0
50,13,0
50,15,0
50,6,0
50,5,0
50,2,0
51,9,0
51,7,0
51,13,0
51,17,0
51,1,0
51,11,0
52,10,0
52,11,0
52,7,0
52,14,0
52,17,0
52,6,0
52,1,0
52,8,0
52,4,0
52,3,0
52,15,0
52,5,0
52,13,0
52,2,0
52,12,0
52,16,0
53,1,0
53,2,0
53,16,0
53,11,0
53,10,0
53,18,0
53,9,0
53,8,0
53,15,0
53,7,0
53,6,0
53,3,0
53,17,0
53,4,0
53,5,0
53,14,0
53,12,0
54,11,0
54,17,0
54,3,0
55,3,0
55,2,0
55,9,0
55,7,0
55,12,0
55,4,0
55,13,0
55,5,0
56,7,0
56,13,0
56,11,0
56,4,0
56,10,0
56,15,0
56,18,0
56,16,0
56,14,0
56,9,0
56,12,0
56,6,0
56,1,0
57,11,0
57,2,0
57,6,0
57,8,0
57,14,0
57,1,0
57,5,0
57,4,0
57,9,0
57,17,0
57,15,0
57,12,0
57,7,0
57,3,0
57,16,0
57,13,0
58,8,0
59,7,0
59,11,0
59,13,0
59,8,0
59,14,0
59,12,0
59,3,0
59,17,0
59,5,0
59,6,0
59,4,0
59,18,0
59,15,0
59,2,0
59,9,0
59,1,0
59,10,0
60,10,0
61,9,0
61,6,0
61,15,0
